EmployeeID,GivenName,MiddleInitial,Surname,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,Attrition
158,Delores,D,Wilbur,38,Travel_Frequently,Sales,3,3,Marketing,Female,2,Sales Executive,Married,49070,1,11,1,1,3,1,0,0,4,4,3,3,3,0
159,Jody,L,Salvador,40,Travel_Rarely,Sales,26,4,Marketing,Female,1,Sales Executive,Married,34820,0,18,1,21,2,20,1,12,3,3,3,2,3,0
160,Louise,M,Culler,26,Travel_Rarely,Research & Development,3,2,Medical,Female,4,Healthcare Representative,Divorced,24360,1,24,0,3,2,3,0,2,1,4,1,4,4,0
161,Natalie,D,Gratton,30,Non-Travel,Research & Development,15,3,Medical,Female,2,Sales Executive,Married,23800,4,18,3,9,2,5,1,4,3,4,1,2,3,0
162,Sheree,J,Silva,29,Travel_Rarely,Research & Development,8,3,Medical,Female,3,Manufacturing Director,Married,194310,1,11,0,10,3,10,0,7,2,3,3,3,3,0
163,Billy,J,Leighton,29,Travel_Rarely,Research & Development,19,4,Life Sciences,Male,3,Research Scientist,Married,17900,5,16,1,6,4,2,1,1,3,2,4,2,3,1
164,Wayne,J,Rodriguez,19,Travel_Rarely,Research & Development,4,3,Medical,Male,1,Sales Executive,Single,76440,1,15,2,1,2,1,0,0,1,4,4,3,3,1
165,Connie,J,Fuller,30,Non-Travel,Research & Development,2,4,Life Sciences,Female,3,Research Scientist,Married,51310,0,15,1,10,2,9,7,8,3,1,3,3,3,0
166,Archie,S,Gomez,57,Travel_Rarely,Research & Development,2,2,Life Sciences,Male,4,Research Scientist,Divorced,63060,3,12,1,32,3,1,0,0,1,4,2,3,3,0
167,Luciana,C,German,50,Travel_Rarely,Sales,10,4,Life Sciences,Female,3,Manager,Married,47870,0,12,0,28,3,27,15,7,2,3,3,3,3,0
168,Melvin,L,Smith,30,Non-Travel,Sales,10,2,Life Sciences,Male,3,Laboratory Technician,Single,188800,0,22,1,12,3,11,6,7,3,4,2,3,4,0
169,Annette,I,Urso,60,Travel_Frequently,Research & Development,16,3,Life Sciences,Female,4,Laboratory Technician,Married,23390,4,20,0,22,4,18,13,11,3,1,4,3,4,0
170,Gordon,L,Smith,47,Travel_Rarely,Research & Development,1,3,Technical Degree,Male,5,Manufacturing Director,Divorced,135700,5,16,2,20,2,5,0,4,1,4,3,2,3,0
171,Joseph,C,Richards,46,Travel_Rarely,Sales,4,1,Technical Degree,Male,1,Laboratory Technician,Married,67120,6,21,1,26,3,3,0,1,1,3,1,2,4,0
172,Mary,H,McNatt,35,Travel_Rarely,Research & Development,15,2,Medical,Female,2,Laboratory Technician,Single,54060,0,12,1,6,2,5,4,3,4,3,3,3,3,0
173,Calvin,B,Gallegos,54,Travel_Rarely,Research & Development,2,4,Medical,Male,2,Human Resources,Single,89380,7,11,3,19,2,1,0,0,3,3,3,3,3,0
174,Eugene,A,Wilson,34,Travel_Rarely,Sales,8,2,Life Sciences,Male,1,Laboratory Technician,Divorced,24390,3,11,2,14,2,7,5,7,4,3,3,4,3,0
175,Roberto,B,Geist,46,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,1,Healthcare Representative,Married,88370,2,18,0,15,3,3,1,2,3,4,3,2,3,0
176,David,K,Scott,31,Travel_Rarely,Research & Development,7,3,Life Sciences,Male,2,Research Director,Divorced,53430,1,14,1,13,3,13,0,8,3,2,4,3,3,0
177,Carol,G,Christensen,33,Travel_Rarely,Research & Development,10,3,Life Sciences,Female,4,Research Director,Married,67280,7,22,0,15,2,7,7,7,2,3,4,2,4,1
178,Charles,C,Smith,33,Travel_Rarely,Sales,5,4,Marketing,Male,2,Research Director,Divorced,66520,7,25,0,8,5,4,1,3,1,4,3,3,4,1
179,Bobby,K,Beaver,30,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,1,Sales Executive,Single,48500,0,12,1,4,4,3,1,2,4,2,3,3,3,0
180,Patricia,M,Rodriguez,35,Travel_Rarely,Research & Development,12,2,Medical,Female,2,Sales Representative,Married,28090,4,23,1,10,2,8,0,0,4,3,3,1,4,0
181,Ivonne,W,Barham,31,Travel_Frequently,Research & Development,22,2,Medical,Female,2,Sales Executive,Married,56890,3,15,2,12,2,1,0,0,1,3,3,2,3,1
182,Jackie,G,Olsen,34,Travel_Frequently,Sales,17,1,Marketing,Male,1,Research Director,Divorced,20010,9,22,1,11,5,3,0,2,2,1,3,4,4,1
183,Lois,H,Lamb,42,Travel_Frequently,Research & Development,2,4,Medical,Female,1,Research Scientist,Married,29770,4,15,3,8,3,2,2,0,2,3,3,2,3,0
184,Ted,M,Montano,36,Non-Travel,Research & Development,3,4,Medical,Male,1,Research Scientist,Single,40250,1,11,0,10,3,10,9,7,2,4,2,3,3,0
185,Hazel,A,Burr,22,Travel_Frequently,Research & Development,7,3,Medical,Female,2,Laboratory Technician,Single,37850,5,13,2,4,2,2,1,2,3,3,3,3,3,1
186,George,M,Hinojos,48,Travel_Rarely,Research & Development,6,3,Medical,Male,1,Laboratory Technician,Married,108540,2,14,1,14,6,9,6,7,2,4,3,3,3,0
187,Carol,W,Riddle,55,Travel_Rarely,Research & Development,1,3,Medical,Female,1,Sales Executive,Single,120310,3,11,0,37,5,10,7,7,1,2,3,3,3,0
188,Bessie,D,Burton,41,Non-Travel,Research & Development,3,2,Life Sciences,Female,2,Research Scientist,Single,99360,7,17,1,16,2,14,1,10,4,4,3,2,3,0
189,Edith,T,Nicol,35,Travel_Rarely,Research & Development,22,3,Medical,Female,1,Sales Representative,Married,29660,9,18,0,15,2,11,6,9,2,3,3,2,3,0
190,Brandi,L,Grundy,40,Travel_Rarely,Research & Development,15,3,Life Sciences,Female,2,Laboratory Technician,Single,25710,7,14,0,22,1,20,5,13,2,3,3,3,3,0
191,Bruce,J,Baker,39,Travel_Frequently,Research & Development,12,1,Medical,Male,1,Research Scientist,Married,99910,1,16,1,8,3,8,0,7,3,3,3,3,3,0
192,Brian,G,Kimber,31,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,3,Research Director,Single,61420,4,13,2,10,2,6,0,5,2,4,4,2,3,0
193,Darius,J,Huffman,42,Travel_Rarely,Research & Development,5,3,Medical,Male,3,Sales Executive,Married,53900,1,14,0,10,3,10,5,8,4,1,2,3,3,0
194,Fay,M,Kohut,45,Travel_Rarely,Research & Development,2,1,Medical,Female,4,Sales Executive,Married,44040,0,23,0,9,2,8,3,7,4,2,4,3,4,0
195,Susan,J,Smith,26,Travel_Frequently,Research & Development,2,1,Life Sciences,Female,2,Laboratory Technician,Divorced,59930,0,12,0,8,3,7,1,0,,3,2,3,3,1
196,Anthony,G,Edwards,29,Travel_Rarely,Research & Development,5,3,Medical,Male,1,Research Scientist,Divorced,51300,4,11,0,8,3,3,1,2,4,4,4,2,3,0
197,Cecile,T,Alongi,33,Travel_Rarely,Research & Development,16,3,Medical,Female,1,Laboratory Technician,Divorced,20900,4,16,0,10,2,6,0,5,1,3,3,3,3,0
198,Velma,C,Rogue,31,Travel_Rarely,Research & Development,2,4,Life Sciences,Female,1,Sales Executive,Divorced,29090,9,14,2,10,2,5,0,1,3,4,2,3,3,0
199,Robert,P,Palacios,18,Travel_Frequently,Research & Development,2,3,Technical Degree,Male,1,Sales Executive,Single,34680,1,18,2,0,4,0,0,0,2,2,3,4,3,1
200,Eva,R,Carrow,40,Non-Travel,Research & Development,1,4,Technical Degree,Female,2,Laboratory Technician,Divorced,30680,3,19,0,20,3,1,0,1,3,1,3,2,3,0
201,Stanley,C,Cummins,41,Non-Travel,Research & Development,23,3,Life Sciences,Male,2,Manufacturing Director,Single,26700,2,15,2,10,2,8,0,7,1,3,3,2,3,0
202,Willie,H,Gonzalez,26,Travel_Rarely,Research & Development,9,4,Medical,Male,3,Healthcare Representative,Divorced,26930,5,17,3,8,3,0,0,0,1,3,3,2,3,0
203,Randall,P,Kane,35,Travel_Rarely,Research & Development,16,4,Medical,Male,2,Human Resources,Single,95260,1,15,0,5,2,5,0,3,1,3,3,2,3,0
204,John,A,Huffman,34,Travel_Rarely,Research & Development,26,3,Medical,Male,1,Laboratory Technician,Single,52370,1,19,1,10,3,10,5,7,4,4,3,2,3,0
205,Cari,A,Love,26,Travel_Rarely,Sales,1,3,Marketing,Female,2,Manufacturing Director,Single,24260,1,22,0,1,3,1,0,0,3,4,1,1,4,1
206,James,A,Peterson,37,Travel_Rarely,Research & Development,8,1,Life Sciences,Male,1,Sales Executive,Single,41930,4,16,1,12,5,6,1,2,2,4,4,3,3,0
207,Victor,D,Perry,46,Travel_Frequently,Research & Development,4,1,Medical,Male,5,Human Resources,Married,29110,5,13,0,28,3,2,1,2,1,3,2,3,3,0
208,James,E,Faulkner,41,Travel_Rarely,Research & Development,24,1,Life Sciences,Male,1,Research Director,Married,26610,7,14,1,22,2,18,11,8,2,1,3,3,3,0
209,James,W,Berry,37,Non-Travel,Research & Development,7,2,Medical,Male,1,Sales Executive,Divorced,20280,1,16,1,9,3,9,7,7,1,2,3,3,3,0
210,Tyrone,L,Mascorro,52,Travel_Rarely,Sales,2,1,Medical,Male,1,Laboratory Technician,Divorced,99800,0,11,1,18,2,10,6,9,4,1,3,3,3,0
211,Rosa,G,Baker,32,Non-Travel,Research & Development,7,2,Life Sciences,Female,2,Research Director,Married,32980,8,22,0,6,4,4,1,2,4,3,3,2,4,1
212,Connie,W,Carter,24,Travel_Frequently,Sales,22,3,Life Sciences,Female,1,Healthcare Representative,Married,29350,0,14,2,3,5,2,2,1,4,4,3,2,3,0
213,Malinda,R,Underwood,38,Travel_Rarely,Research & Development,5,3,Life Sciences,Female,1,Research Scientist,Married,154270,3,16,1,18,2,1,0,0,3,3,3,3,3,0
214,Brenda,G,Smith,37,Travel_Rarely,Research & Development,1,4,Technical Degree,Female,5,Research Scientist,Married,39440,6,11,2,8,3,6,4,3,2,2,2,3,3,0
215,Philip,D,Blankenship,49,Travel_Rarely,Sales,21,1,Life Sciences,Male,1,Sales Executive,Divorced,40110,1,18,2,31,2,31,0,9,4,3,3,1,3,0
216,Soon,W,Gibson,24,Travel_Rarely,Sales,1,3,Marketing,Female,1,Sales Executive,Married,34070,1,15,2,6,2,6,1,4,2,4,3,2,3,0
217,Jamie,S,Cantwell,26,Travel_Rarely,Research & Development,19,4,Technical Degree,Female,4,Sales Executive,Married,119940,1,14,1,6,6,5,1,4,1,2,4,3,3,0
218,Kelly,L,Hamel,24,Travel_Rarely,Sales,7,3,Medical,Female,1,Laboratory Technician,Married,12320,1,12,0,1,4,1,0,0,4,2,3,1,3,0
219,Charles,C,Sullivan,50,Travel_Frequently,Sales,2,2,Marketing,Male,1,Sales Executive,Married,29600,1,14,3,32,2,32,10,7,1,2,3,3,3,0
220,Ralph,C,Bass,25,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,1,Research Scientist,Married,190940,1,16,0,7,3,7,0,6,2,3,3,2,3,0
221,David,K,Hosey,24,Travel_Frequently,Research & Development,2,3,Medical,Male,2,Research Scientist,Married,39190,1,21,0,6,3,6,1,2,1,3,3,3,4,1
222,Matthew,L,Selby,30,Travel_Frequently,Research & Development,9,3,Other,Male,2,Healthcare Representative,Married,68250,1,14,0,1,2,1,0,0,2,1,4,3,3,1
223,Geoffrey,N,Craig,34,Travel_Rarely,Sales,6,2,Life Sciences,Male,4,Research Director,Married,102480,1,12,1,6,4,6,1,3,2,4,3,3,3,0
224,Katherine,W,Sitton,31,Travel_Rarely,Research & Development,9,1,Medical,Female,1,Sales Representative,Divorced,189470,2,12,2,9,2,3,1,2,2,1,1,2,3,1
225,Evelyn,V,Orris,35,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,5,Sales Executive,Single,24960,4,17,3,9,3,3,0,2,1,4,3,3,3,0
226,Kathleen,L,Henderson,31,Travel_Rarely,Sales,1,3,Marketing,Female,2,Sales Executive,Divorced,64650,4,17,0,13,3,7,5,7,1,4,4,3,3,0
227,Michael,M,Colbert,27,Travel_Rarely,Sales,22,4,Medical,Male,1,Sales Representative,Divorced,22060,0,14,1,6,4,5,0,3,1,3,2,3,3,0
228,Hilda,F,Robinson,37,Travel_Rarely,Sales,9,4,Marketing,Female,2,Laboratory Technician,Married,20860,4,14,0,17,3,3,1,0,4,3,2,3,3,0
229,Meghan,K,Lawhorn,20,Travel_Rarely,Research & Development,17,4,Medical,Female,1,Sales Representative,Single,22930,1,13,2,1,3,1,0,0,4,2,4,1,3,0
230,Agnes,B,Lamkin,42,Travel_Rarely,Research & Development,28,4,Life Sciences,Female,2,Manufacturing Director,Married,26450,1,15,0,10,5,10,2,2,3,4,3,3,3,0
231,Jodie,D,Little,43,Travel_Rarely,Research & Development,10,5,Technical Degree,Female,2,Sales Executive,Divorced,26830,4,11,0,21,3,1,0,0,2,4,2,3,3,0
232,Darrin,L,Hyde,38,Travel_Rarely,Human Resources,2,4,Medical,Male,1,Human Resources,Single,20140,3,17,1,8,5,0,0,0,3,1,2,4,3,0
233,Rebecca,M,Boyd,43,Travel_Frequently,Sales,4,3,Medical,Female,2,Healthcare Representative,Divorced,34190,3,11,1,10,5,8,4,7,4,3,3,3,3,0
234,George,K,Morris,48,Travel_Rarely,Research & Development,8,1,Medical,Male,2,Laboratory Technician,Married,53760,7,13,1,21,3,3,0,2,4,1,1,4,3,0
235,Steven,C,Brown,44,Travel_Rarely,Sales,29,4,Marketing,Male,2,Sales Executive,Single,19510,4,22,3,10,4,2,0,2,1,3,4,4,4,0
236,Kelly,S,Waddell,34,Travel_Rarely,Research & Development,13,4,Life Sciences,Female,1,Laboratory Technician,Divorced,23410,1,20,2,8,3,8,0,6,3,3,3,2,4,0
237,Kevin,T,Abbott,27,Travel_Rarely,Sales,27,3,Life Sciences,Male,2,Research Scientist,Divorced,22930,0,18,0,5,0,4,0,2,3,1,3,3,3,1
238,Robert,A,Defrancisco,21,Travel_Rarely,Sales,16,2,Life Sciences,Male,3,Sales Executive,Single,87260,1,11,1,3,2,3,1,2,3,3,3,1,3,0
239,Donald,P,Crouse,44,Travel_Rarely,Research & Development,2,2,Life Sciences,Male,1,Laboratory Technician,Married,40110,4,14,1,26,2,2,0,1,4,4,4,3,3,0
240,Linda,D,Drost,22,Travel_Rarely,Research & Development,2,2,Medical,Female,2,Laboratory Technician,Married,195450,0,14,0,3,3,2,2,2,1,3,3,2,3,0
241,Marcia,A,Muldowney,33,Travel_Rarely,Sales,13,4,Marketing,Female,2,Manufacturing Director,Divorced,45680,0,18,1,6,2,5,1,2,3,3,3,3,3,0
242,Dorothy,F,McDaniel,32,Travel_Rarely,Research & Development,1,1,Life Sciences,Female,1,Healthcare Representative,Married,30220,1,16,1,6,3,6,0,5,1,4,2,3,3,0
243,Ivan,K,Barrows,30,Travel_Frequently,Research & Development,4,5,Technical Degree,Male,3,Manager,Divorced,57720,1,17,0,1,3,1,0,0,3,3,3,3,3,0
244,Kristian,M,Stone,53,Travel_Rarely,Research & Development,24,3,Other,Female,3,Manager,Single,22690,7,11,1,18,2,14,8,10,4,1,4,2,3,0
245,Parker,A,Hernandez,34,Travel_Rarely,Research & Development,1,5,Medical,Male,1,Research Scientist,Married,53810,1,12,0,10,0,10,8,8,2,4,2,3,3,0
246,John,M,Teitelbaum,45,Travel_Frequently,Research & Development,19,4,Life Sciences,Male,3,Research Director,Married,34410,2,13,1,5,5,1,0,0,1,1,3,3,3,1
247,Charles,L,Amos,26,Travel_Rarely,Research & Development,7,2,Life Sciences,Male,1,Manufacturing Director,Married,54540,1,13,1,3,5,3,0,2,3,4,3,4,3,0
248,Jose,M,Allen,37,Travel_Rarely,Research & Development,4,3,Medical,Male,1,Manager,Married,98840,1,14,0,10,3,10,7,8,3,3,3,2,3,0
249,Sherri,N,Ortiz,29,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,1,Healthcare Representative,Married,41570,1,17,3,6,2,6,1,2,2,3,2,3,3,0
250,Sherrie,V,Griffin,35,Travel_Rarely,Research & Development,10,5,Medical,Female,4,Laboratory Technician,Single,134580,1,11,0,17,3,17,11,8,2,4,3,3,3,0
251,Bryan,T,Sawyer,33,Travel_Frequently,Research & Development,8,3,Technical Degree,Male,2,Laboratory Technician,Divorced,90690,3,25,1,15,3,13,4,7,3,4,1,3,4,0
252,Ida,J,Virgen,54,Travel_Rarely,Research & Development,5,2,Life Sciences,Female,2,Sales Executive,Married,40140,2,19,1,16,4,9,7,1,3,2,4,2,3,0
253,Dennis,C,Noble,36,Travel_Rarely,Research & Development,8,3,Life Sciences,Male,2,Research Scientist,Divorced,59150,2,13,1,13,3,3,0,2,2,2,3,2,3,0
254,Garland,A,Cunningham,27,Travel_Rarely,Sales,9,3,Marketing,Male,5,Research Director,Single,59930,0,14,1,5,3,4,1,1,1,4,3,1,3,0
255,Trevor,M,Gordon,20,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,5,Sales Representative,Single,61620,1,12,3,1,2,1,1,1,4,3,3,2,3,1
256,Sheila,I,Thomas,33,Travel_Frequently,Research & Development,15,4,Medical,Female,1,Laboratory Technician,Single,24060,1,11,0,10,3,10,9,7,1,1,3,3,3,1
257,Lawrence,E,Lutz,35,Non-Travel,Research & Development,2,1,Medical,Male,1,Research Scientist,Married,187400,1,19,1,1,2,1,0,0,3,3,3,4,3,0
258,Melvin,B,Smith,23,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,1,Healthcare Representative,Married,76370,2,11,1,5,3,3,0,2,1,1,4,3,3,0
259,John,D,Thomas,25,Travel_Rarely,Research & Development,11,3,Medical,Male,2,Manufacturing Director,Married,100960,0,11,1,4,3,3,1,2,4,2,3,3,3,0
260,Christopher,M,Siggers,38,Travel_Rarely,Research & Development,16,3,Life Sciences,Male,5,Research Scientist,Single,147560,0,20,1,8,3,7,0,5,4,4,3,2,4,0
261,Jonathan,S,Curtis,29,Travel_Frequently,Sales,2,4,Life Sciences,Male,4,Healthcare Representative,Divorced,64990,1,18,3,10,3,10,2,8,2,4,3,2,3,0
262,Orlando,E,Williams,48,Travel_Rarely,Research & Development,16,3,Technical Degree,Male,1,Sales Executive,Married,97240,3,13,0,12,2,2,2,2,2,2,3,4,3,0
263,Paul,N,Brame,27,Travel_Frequently,Sales,4,3,Technical Degree,Male,5,Laboratory Technician,Divorced,21940,1,12,0,6,5,6,0,4,4,4,3,3,3,0
264,Frank,K,Laine,37,Travel_Rarely,Research & Development,16,3,Life Sciences,Male,3,Manager,Single,33880,3,11,0,4,2,1,0,0,4,4,3,4,3,0
265,David,V,Roberts,50,Travel_Rarely,Sales,5,3,Medical,Male,1,Laboratory Technician,Married,54730,1,19,1,20,2,20,3,8,4,3,3,4,3,0
266,Philip,J,Rivera,34,Travel_Rarely,Research & Development,18,1,Medical,Male,1,Healthcare Representative,Single,27030,1,21,1,9,2,8,7,7,4,2,4,3,4,0
267,Sharon,D,Fulmer,24,Travel_Rarely,Research & Development,17,2,Life Sciences,Female,1,Healthcare Representative,Single,25010,9,12,0,4,3,2,2,0,1,3,3,1,3,1
268,Mary,J,Horton,39,Travel_Rarely,Research & Development,12,5,Medical,Female,1,Sales Representative,Single,62200,1,14,2,20,2,20,11,10,4,3,3,3,3,0
269,John,I,Jones,32,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,5,Research Scientist,Single,30380,1,11,0,10,5,10,0,8,4,4,2,1,3,0
270,Fredrick,D,Elsea,50,Travel_Frequently,Research & Development,4,2,Medical,Male,4,Sales Representative,Married,44240,3,14,1,18,2,4,1,3,2,3,3,2,3,1
271,Reynaldo,J,Giroux,38,Travel_Rarely,Research & Development,9,4,Life Sciences,Male,1,Sales Executive,Single,43120,0,12,1,10,2,9,1,8,2,4,2,2,3,0
272,Steve,D,Maloof,27,Travel_Rarely,Research & Development,10,3,Medical,Male,5,Research Scientist,Married,132450,1,23,1,9,3,9,0,7,3,1,3,2,4,0
273,Christopher,C,Hammett,32,Travel_Rarely,Sales,1,3,Medical,Male,2,Sales Executive,Single,136640,3,14,0,10,6,7,7,7,3,4,,3,3,0
274,Geraldine,P,Duncan,47,Travel_Rarely,Research & Development,2,3,Medical,Female,5,Sales Executive,Single,50210,2,17,0,20,3,7,1,7,4,1,3,3,3,0
275,Bruna,E,Vargo,40,Travel_Frequently,Research & Development,3,4,Medical,Female,3,Human Resources,Married,51260,5,18,0,20,2,18,1,12,4,1,3,3,3,0
276,Chris,H,Herndon,53,Travel_Rarely,Research & Development,7,1,Life Sciences,Male,2,Laboratory Technician,Married,28590,3,18,1,32,2,5,1,3,3,3,3,3,3,0
277,John,E,Erickson,41,Travel_Rarely,Sales,6,3,Medical,Male,1,Sales Executive,Divorced,102390,3,24,3,23,3,21,12,6,2,4,2,3,4,0
278,Kimberly,A,Burns,60,Travel_Rarely,Research & Development,8,2,Life Sciences,Female,5,Laboratory Technician,Single,53290,8,20,0,10,3,2,2,2,1,1,3,4,4,0
279,Clarence,H,Luera,27,Travel_Frequently,Research & Development,29,1,Life Sciences,Male,2,Manufacturing Director,Divorced,43250,1,14,0,9,2,9,1,7,4,1,2,2,3,0
280,Michael,M,Williams,41,Travel_Rarely,Research & Development,3,3,Medical,Male,1,Manufacturing Director,Married,72600,1,16,0,22,2,22,2,10,4,3,3,3,3,0
281,Jeffrey,J,Scott,50,Travel_Rarely,Sales,9,3,Life Sciences,Male,2,Research Scientist,Married,23220,7,25,1,4,0,2,2,2,4,2,3,4,4,0
282,Kenneth,I,Woodward,28,Travel_Rarely,Sales,2,4,Life Sciences,Male,3,Research Scientist,Single,20750,7,18,3,10,0,7,3,7,1,2,3,2,3,1
283,Karen,G,Valencia,36,Non-Travel,Research & Development,10,4,Technical Degree,Female,2,Research Scientist,Married,41520,9,19,1,10,3,8,0,5,1,1,3,3,3,0
284,Kimberly,R,Murphy,38,Travel_Rarely,Research & Development,1,3,Medical,Female,3,Manager,Single,96190,4,13,1,10,2,1,0,0,3,3,4,3,3,0
285,Christopher,L,Chastain,44,Non-Travel,Research & Development,8,2,Life Sciences,Male,1,Research Scientist,Single,135030,2,12,0,9,6,5,1,4,1,3,3,2,3,0
286,Timothy,J,Corr,47,Travel_Frequently,Research & Development,27,3,Life Sciences,Male,1,Research Scientist,Divorced,54410,9,22,1,28,6,22,11,13,4,3,2,2,4,0
287,Don,M,Murray,30,Travel_Rarely,Research & Development,8,3,Life Sciences,Male,2,Sales Executive,Divorced,52090,7,14,1,10,3,8,7,7,3,4,2,3,3,0
288,Lillian,P,Brumfield,29,Travel_Rarely,Research & Development,1,2,Medical,Female,1,Sales Executive,Single,106730,1,13,3,1,2,1,0,0,3,3,3,3,3,0
289,Ann,J,Black,42,Travel_Frequently,Research & Development,10,1,Life Sciences,Female,1,Sales Executive,Divorced,50100,6,21,3,7,3,2,2,2,3,3,3,3,4,1
290,Julian,G,Harvey,43,Travel_Frequently,Research & Development,26,1,Life Sciences,Male,1,Laboratory Technician,Married,135490,3,11,2,7,3,2,2,2,4,4,3,3,3,0
291,Granville,B,Littlejohn,34,Travel_Rarely,Research & Development,2,5,Technical Degree,Male,2,Healthcare Representative,Single,49990,3,12,2,10,2,5,4,3,2,3,3,4,3,0
292,Antony,N,Whitney,23,Travel_Rarely,Sales,13,3,Marketing,Male,5,Sales Executive,Married,42210,1,11,1,5,4,4,0,2,2,1,4,3,3,0
293,Debra,E,Burton,39,Travel_Rarely,Sales,2,4,Marketing,Female,4,Healthcare Representative,Married,138720,9,12,3,12,3,8,3,6,3,2,1,2,3,0
294,Chad,R,Casella,56,Travel_Rarely,Research & Development,2,4,Medical,Male,1,Manager,Married,20420,7,12,0,30,6,10,1,1,3,4,2,3,3,0
295,Joe,B,Martin,40,Travel_Rarely,Sales,9,3,Marketing,Male,2,Research Scientist,Single,20730,0,14,0,5,3,4,2,3,4,4,2,3,3,0
296,Eleanor,A,Richards,27,Travel_Rarely,Research & Development,10,3,Life Sciences,Female,1,Laboratory Technician,Single,29560,8,13,0,9,6,7,0,7,4,1,1,3,3,0
297,Ester,J,Lane,29,Travel_Rarely,Sales,20,3,Marketing,Female,2,Manager,Divorced,29260,1,15,1,2,3,2,2,2,4,2,3,2,3,0
298,Lillian,M,Smoot,53,Travel_Rarely,Research & Development,9,3,Life Sciences,Female,3,Laboratory Technician,Single,48090,2,18,0,19,2,2,2,2,4,4,3,3,3,0
299,Peter,D,Ford,35,Non-Travel,Research & Development,5,1,Medical,Male,1,Healthcare Representative,Divorced,51630,2,18,2,16,4,1,0,0,4,1,4,3,3,0
300,Eddy,T,Bell,32,Travel_Frequently,Sales,4,4,Life Sciences,Male,2,Sales Executive,Married,188440,1,19,0,10,3,10,4,7,,4,3,1,3,0
301,Carl,S,Gipson,38,Travel_Rarely,Sales,10,3,Medical,Male,4,Laboratory Technician,Married,181720,6,12,2,6,5,1,0,1,4,3,1,3,3,0
302,Brittany,J,Truong,34,Travel_Rarely,Research & Development,20,3,Medical,Female,3,Laboratory Technician,Divorced,57440,3,19,1,7,4,0,0,0,2,1,3,2,3,0
303,Byron,V,Corey,52,Travel_Rarely,Sales,21,5,Technical Degree,Male,3,Manager,Married,28890,1,11,1,34,2,34,1,16,3,1,4,3,3,0
304,Robert,G,Klein,33,Travel_Rarely,Research & Development,1,2,Medical,Male,3,Laboratory Technician,Single,28710,1,17,3,10,2,10,7,8,4,4,2,3,3,1
305,Damion,M,Anderson,25,Travel_Rarely,Research & Development,8,3,Life Sciences,Male,2,Research Scientist,Single,74840,1,15,0,6,3,6,1,4,3,4,2,3,3,0
306,Patrick,M,Hernandez,45,Travel_Rarely,Sales,2,3,Life Sciences,Male,3,Healthcare Representative,Single,60740,0,14,0,9,2,8,3,1,2,3,3,3,3,0
307,Sandra,E,Landers,23,Travel_Rarely,Research & Development,23,1,Life Sciences,Female,2,Research Scientist,Single,173280,1,17,1,2,2,2,0,2,1,3,3,1,3,0
308,Mark,M,Cunningham,47,Travel_Frequently,Research & Development,4,3,Life Sciences,Male,1,Research Director,Single,27740,4,13,1,,2,5,1,3,2,3,3,3,3,1
309,Moses,B,Colligan,34,Travel_Rarely,Research & Development,12,3,Technical Degree,Male,1,Research Scientist,Single,45050,1,12,0,6,3,6,1,4,4,4,3,3,3,0
310,Jeffrey,V,Hayton,55,Travel_Rarely,Human Resources,7,3,Human Resources,Male,4,Laboratory Technician,Married,74280,5,12,0,24,2,5,1,4,4,1,3,3,3,1
311,Joseph,B,Hernandez,36,Non-Travel,Research & Development,7,2,Life Sciences,Male,5,Sales Executive,Single,116310,1,18,1,10,2,10,0,9,1,1,3,1,3,0
312,Neal,C,Collazo,52,Non-Travel,Research & Development,1,4,Life Sciences,Male,5,Sales Executive,Married,97380,0,18,2,5,2,4,1,2,4,4,3,3,3,0
313,Albert,S,Huffman,26,Travel_Frequently,Research & Development,2,2,Life Sciences,Male,1,Manufacturing Director,Divorced,28350,3,11,1,5,2,2,2,0,1,,3,3,3,0
